Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
CHE      2005           35334     37569     72903
CHE      2006           35605     37766     73371
CHE      2007           36310     38184     74494
CHE      2008           37142     39549     76691
CHE      2009           37879     40407     78286
CHE      2010           39179     41111     80290
CHE      2011           39182     41626     80808
CHE      2012           39729     42435     82164
CHE      2013           40136     42595     82731
CHE      2014           41437     43850     85287
CHE      2015           41910     44649     86559
