Life tables (cohort 5x1), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
CHE        1884        15-19     0.00435  0.02153  2.81   74957    1614  371242  3865385  51.57
CHE        1884        20-24     0.00564  0.02780  2.57   73343    2039  361767  3494143  47.64
CHE        1884        25-29     0.00527  0.02600  2.50   71304    1854  351886  3132377  43.93
CHE        1884        30-34     0.00748  0.03687  3.08   69450    2561  342322  2780490  40.04
CHE        1884        35-39     0.00586  0.02887  2.43   66889    1931  329490  2438168  36.45
CHE        1884        40-44     0.00651  0.03205  2.56   64958    2082  319704  2108679  32.46
CHE        1884        45-49     0.00872  0.04267  2.56   62876    2683  307834  1788975  28.45
CHE        1884        50-54     0.01126  0.05482  2.61   60192    3300  293078  1481141  24.61
CHE        1884        55-59     0.01544  0.07441  2.56   56893    4233  274136  1188062  20.88
CHE        1884        60-64     0.02213  0.10503  2.59   52659    5531  249974   913927  17.36
CHE        1884        65-69     0.03114  0.14491  2.61   47128    6829  219328   663953  14.09
CHE        1884        70-74     0.04815  0.21547  2.56   40299    8683  180324   444625  11.03
CHE        1884        75-79     0.07934  0.33251  2.57   31616   10513  132510   264302   8.36
CHE        1884        80-84     0.12547  0.47543  2.45   21103   10033   79962   131792   6.25
CHE        1884        85-89     0.18400  0.61395  2.29   11070    6796   36938    51830   4.68
CHE        1884        90-94     0.26190  0.74079  2.07    4274    3166   12088    14893   3.48
CHE        1884        95-99     0.37691  0.86674  1.88    1108     960    2547     2805   2.53
CHE        1884       100-104    0.55724  0.93388  1.44     148     138     247      258   1.74
CHE        1884       105-109    0.95937  1.00000  1.04      10      10      10       10   1.04
CHE        1884       110+             .        .     .       0       0       0        0      .
CHE        1885           0      0.18791  0.16623  0.31  100000   16623   88461  5038467  50.38
CHE        1885         1-4      0.01681  0.06441  1.38   83377    5370  319434  4950007  59.37
CHE        1885         5-9      0.00490  0.02415  2.13   78007    1884  384623  4630573  59.36
CHE        1885        10-14     0.00262  0.01300  2.46   76123     990  378105  4245949  55.78
CHE        1885        15-19     0.00459  0.02274  2.78   75133    1708  371882  3867844  51.48
CHE        1885        20-24     0.00584  0.02876  2.50   73425    2112  361847  3495962  47.61
CHE        1885        25-29     0.00542  0.02672  2.46   71313    1906  351734  3134115  43.95
CHE        1885        30-34     0.00855  0.04197  2.84   69408    2913  340738  2782381  40.09
CHE        1885        35-39     0.00568  0.02801  2.51   66494    1863  327826  2441643  36.72
CHE        1885        40-44     0.00653  0.03216  2.59   64632    2079  318155  2113817  32.71
CHE        1885        45-49     0.00826  0.04047  2.56   62553    2531  306591  1795662  28.71
CHE        1885        50-54     0.01116  0.05433  2.60   60022    3261  292300  1489071  24.81
CHE        1885        55-59     0.01504  0.07257  2.59   56761    4119  273884  1196772  21.08
CHE        1885        60-64     0.02057  0.09794  2.56   52642    5156  250631   922888  17.53
CHE        1885        65-69     0.03181  0.14787  2.62   47486    7022  220720   672257  14.16
CHE        1885        70-74     0.04830  0.21620  2.58   40464    8748  181131   451537  11.16
CHE        1885        75-79     0.07588  0.32049  2.58   31716   10165  133954   270407   8.53
CHE        1885        80-84     0.12307  0.46805  2.44   21551   10087   81965   136453   6.33
CHE        1885        85-89     0.18016  0.60211  2.25   11464    6903   38313    54488   4.75
CHE        1885        90-94     0.25818  0.74054  2.12    4561    3378   13084    16175   3.55
CHE        1885        95-99     0.37230  0.86667  1.92    1184    1026    2755     3091   2.61
CHE        1885       100-104    0.45629  0.89063  1.58     158     141     308      336   2.13
CHE        1885       105-109    0.59037  0.92857  1.31      17      16      27       28   1.60
CHE        1885       110+       2.99146  1.00000  0.33       1       1       0        0   0.33
CHE        1886           0      0.18718  0.16565  0.31  100000   16565   88500  5109515  51.10
CHE        1886         1-4      0.01599  0.06148  1.50   83435    5130  320903  5021016  60.18
CHE        1886         5-9      0.00481  0.02371  2.11   78305    1856  386164  4700113  60.02
CHE        1886        10-14     0.00260  0.01291  2.59   76448     987  379862  4313949  56.43
CHE        1886        15-19     0.00456  0.02258  2.71   75461    1704  373402  3934087  52.13
CHE        1886        20-24     0.00523  0.02580  2.57   73757    1903  364167  3560684  48.28
CHE        1886        25-29     0.00484  0.02388  2.42   71855    1716  354841  3196517  44.49
CHE        1886        30-34     0.00822  0.04025  2.51   70139    2823  343653  2841676  40.52
CHE        1886        35-39     0.00542  0.02672  2.53   67315    1799  332130  2498024  37.11
CHE        1886        40-44     0.00604  0.02976  2.57   65517    1950  322843  2165893  33.06
CHE        1886        45-49     0.00758  0.03723  2.65   63567    2367  312273  1843050  28.99
CHE        1886        50-54     0.01059  0.05167  2.63   61200    3162  298491  1530777  25.01
CHE        1886        55-59     0.01424  0.06889  2.62   58038    3998  280690  1232286  21.23
CHE        1886        60-64     0.02086  0.09937  2.62   54040    5370  257414   951595  17.61
CHE        1886        65-69     0.03056  0.14250  2.63   48670    6935  226934   694181  14.26
CHE        1886        70-74     0.04707  0.21113  2.56   41734    8811  187205   467247  11.20
CHE        1886        75-79     0.07767  0.32605  2.54   32923   10734  138207   280042   8.51
CHE        1886        80-84     0.12042  0.46100  2.46   22189   10229   84943   141835   6.39
CHE        1886        85-89     0.18013  0.60536  2.29   11960    7240   40192    56892   4.76
